epoch,acc,loss,val_acc,val_loss
32,0.5414330001086491,1.2003999271173247,0.573140162938267,1.0984999493239864
33,0.5434881047755059,1.19554692081799,0.5699359278209397,1.1100311432719878
34,0.5474938172708838,1.1965141938503285,0.5831708124389586,1.0937733942085934
35,0.5495140896588143,1.1929335361563627,0.5884647657152802,1.081562765467861
36,0.5466230102068969,1.1924571496424097,0.5819169809166254,1.1019830588271073
37,0.5500365738987636,1.1896636567688308,0.5760657690729096,1.0972325805191643
38,0.5497579156382878,1.1911903000134543,0.5883254513069759,1.0876135299525642
39,0.5527186596542861,1.186632057098125,0.590275855545514,1.082346285940645
40,0.5524400013943294,1.1827048678363086,0.5764837127420755,1.1026489934407842
41,0.5496882510716117,1.1881266488953857,0.5895792823933599,1.0819877578803476
42,0.5537984604172632,1.1818638554606478,0.5944552924862875,1.0725381726927912
43,0.5520220140067299,1.1791133285170874,0.5884647659311789,1.0845480334614688
44,0.5515691943334567,1.180134980916653,0.5969629550534857,1.0591319002030486
45,0.5536591312870253,1.176993186008204,0.5802452062088223,1.0940325726129843
46,0.5499669093357208,1.1749682854682602,0.5908331136956425,1.0646149554915516
47,0.5550175903068448,1.1696297547058931,0.5789913747902865,1.1113238212974017
48,0.5581524957330454,1.1699806657794658,0.5908331139883513,1.0768879973297167
49,0.559789613015417,1.1654964612338266,0.5891613388051559,1.0765867251752312
50,0.5537984604136299,1.1719280474030398,0.5654778613120641,1.1329166225800444
51,0.5557142359580344,1.1706742200986309,0.5904151700036411,1.0755664321037846
52,0.5580828311720788,1.1620779363724285,0.5895792828168535,1.0789685083429157
53,0.5573513532383297,1.1666815609156125,0.5916690011938225,1.0734002547456416
54,0.5589536382360657,1.163417195068797,0.5950125510121628,1.066633421258197
55,0.5585008185591592,1.1615304108709745,0.5948732364377826,1.0608343916804255
56,0.5583614894304784,1.1627741607322004,0.5904151699621221,1.069891507984636
57,0.5638998223595113,1.1437099068436138,0.6015603359353745,1.046772236160687
58,0.571423595390282,1.131522072113529,0.6040679983157373,1.0415333722250713
59,0.5700651363694244,1.1320662324325332,0.6047645712291573,1.0363368993735589
60,0.5746281653878299,1.1253711994241833,0.6036500547067738,1.0397646796351674
61,0.5733045386474556,1.1300753705607607,0.6058790876373636,1.0335645533487818
62,0.5732348740833747,1.1276403968911954,0.603510739955938,1.0342088434217234
63,0.5748023267975131,1.1229716758501476,0.6064363460283022,1.0323754717427465
64,0.5720157441958692,1.1273611546094242,0.6067149752497208,1.034474513034953
65,0.5744888362575921,1.1242190528021423,0.608386749996967,1.033786810433202
66,0.5728865512598561,1.1222391830367136,0.6096405811975281,1.0287161020556344
67,0.5756731338646142,1.1200757313058678,0.608247435370688,1.030484484774874
68,0.5746978299498346,1.1226961898755543,0.6072722336095201,1.0302628118116133
69,0.5728517189736634,1.1211596574648457,0.6089440085124624,1.0333992786099317
70,0.5723640670183497,1.1245996577516568,0.6100585248064915,1.02878657703626
71,0.5772057542941169,1.1177689997337426,0.6088046937699303,1.0314734293052947
72,0.5749764882103104,1.121858758775911,0.6076901772496228,1.0322782902068317
73,0.57633494723013,1.1160384539115507,0.6085260646024864,1.0282039476694023
74,0.5737573583207288,1.1227661350012665,0.6114516705918126,1.0257514751150136
75,0.577205754295155,1.1180364780239336,0.6115909852907497,1.0250332542459226
76,0.5791215298359261,1.1154753115364093,0.6110337268894315,1.0247221801727886
77,0.5750461527785437,1.1140154396637658,0.6113123560174324,1.0268900919499073
78,0.5719460796307503,1.1178497670731486,0.6111730415883686,1.0228511472630963
79,0.5769619283172387,1.1144689005494364,0.6129841310760709,1.0238145315003997
80,0.5775192448381903,1.1118483795733192,0.6108944124603677,1.0256263928082567
81,0.5781113936417014,1.1155469320448983,0.6075508627582805,1.0240904954940653
82,0.5804799888578219,1.1097004758538926,0.6107550978340888,1.0237275824183274
83,0.5784248841826605,1.114440655413705,0.6136807039479719,1.021236268774933
84,0.5787732070124075,1.113194535022669,0.6076901771126102,1.0280601283513044
85,0.5785990455975341,1.117881732388696,0.6114516707578885,1.0265209476654744
86,0.5754293078866979,1.11411486986127,0.6092226376902861,1.0263260740067475
87,0.5788428715744123,1.1111368554741898,0.6088046938446645,1.0250735444282217
88,0.5825002612462715,1.1071365000586337,0.6078294918738257,1.0253789569714435
89,0.575533804730743,1.1143785471568897,0.6113123560880147,1.0250596363459683
90,0.5785293810308579,1.11124258335533,0.6113123559759134,1.0189226612004438
91,0.5783552196196177,1.1123105961828257,0.6145165912904558,1.0221997765820565
92,0.5800271691845488,1.110892921280282,0.6142379622226574,1.021516004819646
93,0.5795395172256018,1.1119017442643253,0.6128448163854375,1.023953309264496
94,0.5819429447253199,1.1066332318831056,0.6135413893009335,1.0215828389886379
95,0.581803615595082,1.10817840926147,0.6164669952695002,1.0166939054214879
96,0.5777630708161066,1.1117090048006517,0.6140986477437708,1.020612740021964
97,0.5805844857023861,1.106212793877599,0.6154917933941552,1.0163825454507474
98,0.5820126092883627,1.1070888039501796,0.6136807039791111,1.020235488191766
99,0.5807238148357382,1.1056282378907296,0.6147952202627605,1.0169307324733283
100,0.5811069699407783,1.1098386719498483,0.6120089290969284,1.0207307144717175
101,0.5791911944031213,1.1103782812614518,0.6124268728906512,1.0200571796170979
102,0.5787732070082553,1.1094960360248167,0.6146559055949626,1.0209088772940134
103,0.5775889094022711,1.1097956162858662,0.6145165913942532,1.0181535401351192
104,0.579609181793835,1.1014004831192175,0.6131234456276157,1.0220416427430883
105,0.582186770700122,1.1042035888814183,0.6111730415053307,1.0206024880811893
106,0.585461005263827,1.1033757912493527,0.6118696144914089,1.0203422426484061
107,0.5782855550534607,1.1070907289171557,0.6127055018338927,1.0198869186430946
108,0.5787732070087743,1.110296375898737,0.6125661873114112,1.021098054655874
109,0.5790170329882478,1.1090286247051515,0.6104764687268472,1.0197992471878943
110,0.580340659727584,1.1036195304933654,0.6101978395365679,1.0188357103808023
111,0.5796091817907207,1.1042066762272045,0.6111730415260901,1.019524189335543
112,0.5820822738524436,1.1008859585518165,0.6111730415572294,1.0185200368456686
113,0.5833014037420252,1.0972751820115254,0.6118696143979911,1.0191244136019981
114,0.5800620014671082,1.1030610877396507,0.6115909853218889,1.0194112693324715
115,0.5830924100466683,1.098031121094385,0.6111730416298876,1.0181386188559045
116,0.5805496534229408,1.1031610633749844,0.6108944124396082,1.0188154964532634
117,0.5859138249339859,1.100800638413279,0.612426872695512,1.0185410355794609
118,0.5844857013490474,1.095343404314669,0.6120089290450296,1.018342643056566
119,0.5794350203810377,1.1037623203408238,0.6125661873529302,1.0171117985496019
120,0.5820822738555578,1.102627106169481,0.612566187280272,1.0165790622552047
121,0.5820474415729984,1.0984379555153503,0.6122875582041698,1.0177342344348428
122,0.5808979762464594,1.1037678850424186,0.6129841310864506,1.0179291468172826
123,0.5832317391763873,1.105133281599421,0.6128448165120703,1.0172275450868455
124,0.5813159636371732,1.1069942273197222,0.6115909853322687,1.0177185457593205
125,0.5825002612462715,1.1035625573846255,0.6121482435986504,1.0169043661608739
126,0.5847643596105613,1.10111466014957,0.6122875582041698,1.0172989984082126
127,0.582117106135003,1.1051598621837322,0.613402074819971,1.0172343804236572
128,0.5828834163544258,1.0993068038518288,0.6124268728096892,1.0178881047885708
129,0.5846598627649591,1.099714156735001,0.6118696145536874,1.017577351673744
130,0.5849036887397612,1.1037341609445126,0.6127055019273104,1.0173863489611563
131,0.5778675676658612,1.1080320610692456,0.6136807039168327,1.016897602371641
132,0.5826047580903166,1.101008465340811,0.6129841310034126,1.0173834592506692
133,0.5835452297199416,1.098972720347285,0.6121482436297896,1.0174863196153783
134,0.5817339510268488,1.1066943820506379,0.6125661873114112,1.0164581993436475
135,0.5820474415729984,1.101944181532848,0.6138200184704534,1.0166847487222885
136,0.58438120450085,1.0970295534067807,0.6120089290761689,1.0172122368901992
137,0.5817687833125226,1.102455054847062,0.6122875581730306,1.0174670690599508
138,0.5806889825490265,1.0997979681196788,0.6125661873425504,1.0173083651166301
139,0.5838587202624578,1.0978522433677875,0.6128448164497919,1.016840619223717
140,0.5827092549385141,1.1052739456067069,0.6121482436297896,1.01730800316456
141,0.582465428963712,1.1063485186012558,0.6125661873114112,1.01779802459118
142,0.584381204501369,1.0952461973793426,0.6120089290035107,1.0178143482496476
143,0.5856003343940649,1.1002271896333105,0.6117302999274085,1.0176225218140305
144,0.5784248841836985,1.1047827025359067,0.6134020747161736,1.0172754366186443
145,0.5836497265707342,1.1012251770352282,0.6134020747576925,1.017300942421217
146,0.5830227454810304,1.098016424510267,0.612566187321791,1.0172827361853767
147,0.5845205336347211,1.1006181026734987,0.6131234456400713,1.0171523655005221
