epoch,acc,loss,val_acc,val_loss
0,0.3279111080159463,1.7758695138460368,0.40429089808362745,1.673706804316799
1,0.4384687728597235,1.5045592376624344,0.42086933307841684,1.6016524574911655
2,0.4731965585715212,1.3973308273017657,0.4736695567456817,1.4805847472630858
3,0.5020725208133269,1.3288742935708575,0.48871553083271924,1.371382624600119
4,0.5172245637298133,1.2831915306104065,0.5217330850750067,1.2732776395206367
5,0.5350935246828246,1.2468832895554711,0.5227082878014908,1.271671375834276
6,0.5438712598878125,1.21603910189038,0.5493173709683645,1.2164799056217535
7,0.5504545612879203,1.1922488081870048,0.5507105169301413,1.2070594772823129
8,0.5642133128983943,1.1723082450565705,0.5406798672633737,1.2376320929883848
9,0.5683583545234909,1.1561446031925675,0.5463917653008104,1.207277127918127
10,0.5680796962635342,1.1416211909745204,0.5149066712210091,1.3382890446873952
11,0.5756383015820548,1.125766838077318,0.5628308844548907,1.1617300353008049
12,0.5811069699407783,1.1154780818143024,0.5583728180228252,1.1719766187178753
13,0.584520533632645,1.106465399362869,0.5321816782884592,1.245447422205721
14,0.5897105437360831,1.0944951500089246,0.5767623418929119,1.1428512913748667
15,0.5936814239478634,1.0866805430410997,0.5760657692701248,1.126811734119658
16,0.5934375979663138,1.0805129776836757,0.5685427822328338,1.1752717538769717
17,0.6002298930690448,1.0665325382593023,0.5884647660266725,1.1182938178401263
18,0.6002298930659307,1.0623029495606855,0.588325451504191,1.1266174329365362
19,0.6087986345745237,1.0516001368975365,0.5558651557773991,1.2223635481010866
20,0.6117245463100387,1.0415558967309966,0.59459460737206,1.1016064415890574
21,0.6101919258810551,1.0421223363605943,0.56742826572083,1.1268268978146914
22,0.6114807203357556,1.0374955521003926,0.5692393552915702,1.1710319964401477
23,0.6124211919648616,1.0342990596460746,0.5980774720014387,1.0809552871678456
24,0.6148594517409106,1.025330106767518,0.5908331139468322,1.098869830632038
25,0.6182033508676584,1.0236148814276562,0.5936194056627909,1.071832667725868
26,0.6217214114061654,1.0107299093501048,0.5925048887252177,1.11384915407746
27,0.6226270507516738,1.0116363035988511,0.6131234455777929,1.0855181973365775
28,0.6228708767295901,1.003883991542416,0.5926442035902307,1.085459139964609
